16059073;"Machas" (Mesodesma donacium, Solen macha)
16059079;Outros
16059091;Ouriçosdomar
16059099;Outros
17011100;de cana
17011200;de beterraba
17019100;Adicionados de aromatizantes ou de corantes
17019900;Outros
17021100;Contendo, em peso, 99 % ou mais de lactose,
17021900;Outros
17022000;Açúcar e xarope, de bordo (ácer)
17023000;Glicose e xarope de glicose, não contendo frutose
17024010;Glicose
17024020;Xarope de glicose
17025000;Frutose quimicamente pura
17026010;Frutose
17026020;Xarope de frutose
17029010;Maltose e xarope de maltose
17029020;Outros açúcares, incluído o açúcar invertido e
17029030;Sucedâneos do mel, mesmo misturados com mel
17029040;Açúcares e melaços caramelizados
17031000;Melaços de cana
17039000;Outros
17041000;Gomas de mascar, mesmo revestidas de açúcar
17049010;Chocolate branco
17049020;Bombons, caramelos, balas e rebuçados
17049030;Geléias e pastas de frutas apresentadas como
17049090;Outros
18010010;Cru
18010020;Torrado
18020010;Cascas e películas
18020020;Tortas
18020090;Outros
18031000;Não desengordurada
18032000;Total ou parcialmente desengordurada
18040000;Manteiga, gordura e óleo, de cacau
18050000;Cacau em pó, sem adição de açúcar ou de outros
18061000;Cacau em pó, com adição de açúcar ou de outros
18062010;Chocolate
18062090;Outras
18063100;Recheados
18063210;Chocolate
18063290;Outros
18069010;Chocolate
18069090;Outros
19011010;Leite modificado
19011090;Outros
19012000;Misturas e pastas para a preparação de produtos de
19019010;Extrato de malte
19019040;Doce de leite
19019090;Outros
19021100;Contendo ovos
19021900;Outras
19022000;Massas alimentícias recheadas (mesmo cozidas ou
19023000;Outras massas alimentícias
19024000;"Couscous"
19030000;Tapioca e seus sucedâneos preparados a partir de
19041000;Produtos à base de cereais, obtidos por expansão
19042000;Preparações alimentícias obtidas a partir de
19043000;Trigo burgol ("bulgur")
19049000;Outros
19051000;Pão denominado "Knäckebrot"
19052000;Pão de especiarias
19053000;"WAFFLERS" E "WAFERS"
19053100;BOLACHAS E BISCOITOS ADICIONADOS DE
19053200;"Waffles" e "wafers"
19054000;Torradas (tostas*), pão torrado e produtos
19059010;Pão, bolachas e outros produtos de padaria, sem
19059091;Produtos de padaria, de pastelaria ou da indústria
19059099;Outros
20011000;Pepinos e pepininhos ("cornichons")
20019010;Azeitonas
20019020;Milho doce
20019030;PALMITOS
20019040;Cebolas
20019090;Outros
20021000;Tomates inteiros ou em pedaços
20029000;Outros
20031000;Cogumelos do gênero Agaricus
20032000;Trufas
20039000;Outros
20041000;Batatas
20049010;Ervilhas (Pisum sativum)
20049020;Aspargos
20049030;Espinafres
20049090;Outros
20051000;Produtos hortícolas homogeneizados
20052000;Batatas
20054000;Ervilhas (Pisum sativum)
20055100;Feijão em grão
20055900;Outros
20056000;Aspargos
20057000;Azeitonas
20058000;Milho doce (Zea mays var saccharata)
20059010;Alcachofras
20059020;Pepinos
20059090;Outros
20059100;Brotos de bambu
20059910;Alcachofras
20059920;Pepinos
20059990;Outros
20060011;Castanhas confeitadas com açúcar ("marrons
20060019;Outros
20060022;De laranjas
20060029;Outras
20060030;Produtos hortícolas; outras partes de plantas
20071000;Preparações homogeneizadas
20079110;Doces, geléias e "marmelades"
20079190;Outros
20079910;Doces, geléias e "marmelades"
20079921;De pêssego
20079922;De figo
20079923;De marmelo
20079929;Outros
20081100;Amendoins
20081911;Castanha de caju
20081919;Outros
20081990;Outras
20082010;Em água com adição de açúcar ou de outro
20082090;Outros
20083010;Em água com adição de açúcar ou de outro
20083090;Outros
20084010;Em água com adição de açúcar ou de outro
20084090;Outros
20085010;Em água com adição de açúcar ou de outro
20085090;Outros
20086010;Em água com adição de açúcar ou de outro
20086090;Outros
20087010;Em água com adição de açúcar ou de outro
20087090;Outros
20088010;Em água com adição de açúcar ou de outro
20088090;Outros
20089100;Palmitos
20089210;Em água com adição de açúcar ou de outro
20089290;Outros
20089900;Outras
20091100;Congelados
20091200;Não congelados, com valor Brix inferior ou igual a
20091900;Outros
20092100;Com valor Brix inferior ou igual a 20
20092900;Outros
20093100;Com valor Brix inferior ou igual a 20
20093900;Outros
20094100;Com valor Brix inferior ou igual a 20
20094900;Outros
